513,76,83,57
514,76,82,96
515,76,81,135
516,76,80,177
517,77,78,48
518,77,76,59
519,77,90,276
520,77,89,253
521,77,88,216
522,77,87,202
523,77,86,150
524,77,85,99
525,77,84,60
526,77,83,16
527,77,82,39
528,77,81,77
529,77,80,119
530,78,79,53
531,78,77,48
532,78,90,324
533,78,89,301
534,78,88,264
535,78,87,250
536,78,86,198
537,78,85,146
538,78,84,107
539,78,83,54
540,78,82,20
541,78,81,32
542,78,80,71
543,79,78,53
544,79,90,377
545,79,89,354
546,79,88,317
547,79,87,303
548,79,86,251
549,79,85,199
550,79,84,159
551,79,83,106
552,79,82,66
553,79,81,29
554,79,80,23
555,80,81,42
556,80,79,23
557,80,78,71
558,80,77,119
559,80,76,177
560,80,75,229
561,80,74,282
562,80,73,324
563,80,72,362
564,80,90,394
565,81,80,42
566,81,82,40
567,81,79,29
568,81,78,32
569,81,77,77
570,81,76,135
571,81,75,187
572,81,74,240
573,81,73,282
574,81,72,320
575,81,90,352
576,82,81,40
577,82,83,40
578,82,79,66
579,82,78,20
580,82,77,39
581,82,76,96
582,82,75,147
583,82,74,200
584,82,73,242
585,82,72,280
586,82,90,312
587,83,82,40
588,83,84,54
589,83,79,106
590,83,78,54
591,83,77,16
592,83,76,57
593,83,75,108
594,83,74,160
595,83,73,202
596,83,72,240
597,83,90,272
598,84,83,54
599,84,85,40
600,84,79,159
601,84,78,107
602,84,77,60
603,84,76,16
604,84,75,55
605,84,74,107
606,84,73,148
607,84,72,186
608,84,90,218
609,85,86,52
610,85,84,40
611,85,79,199
612,85,78,146
613,85,77,99
614,85,76,42
615,85,75,20
616,85,74,67
617,85,73,109
618,85,72,146
619,85,90,178
620,86,87,52
621,86,85,52
622,86,79,251
623,86,78,198
624,86,77,150
625,86,76,92
626,86,75,42
627,86,74,21
628,86,73,58
629,86,72,95
630,86,90,126
631,87,88,14
632,87,86,52
633,87,79,303
634,87,78,250
635,87,77,202
636,87,76,143
637,87,75,92
638,87,74,41
639,87,73,16
640,87,72,44
641,87,90,74
642,88,89,37
643,88,87,14
644,88,79,317
645,88,78,264
646,88,77,216
647,88,76,157
648,88,75,106
649,88,74,54
650,88,73,18
651,88,72,32
652,88,90,60
653,89,88,37
654,89,79,354
655,89,78,301
656,89,77,253
657,89,76,194
658,89,75,142
659,89,74,90
660,89,73,49
661,89,72,18
662,89,90,24
663,90,72,33
664,90,73,70
665,90,74,112
666,90,75,165
667,90,76,217
668,90,77,276
669,90,78,324
670,90,79,377
671,90,80,394
672,90,81,352
673,90,82,312
674,90,83,272
675,90,84,218
676,90,85,178
677,90,86,126
678,90,87,74
679,90,88,60
680,90,89,24
681,90,91,98
682,91,90,98
683,91,92,65
684,92,91,65
685,92,93,67
686,92,101,76
687,92,118,78
688,93,92,67
689,93,94,107
690,94,93,107
691,94,95,20
692,94,96,177
693,94,97,310
694,94,98,297
695,94,99,150
696,94,100,29
697,95,96,157
698,95,94,20
699,95,98,277
700,95,99,131
701,95,100,18
702,96,95,157
703,96,94,177
704,96,97,133
705,96,98,121
706,96,99,31
707,96,100,151
708,97,96,133
709,97,94,310
710,97,98,21
711,97,99,160
712,97,100,284
713,98,97,21
714,98,99,147
715,98,94,297
716,98,96,121
717,98,95,277
718,99,98,147
719,99,100,124
720,99,94,150
721,99,97,160
722,99,96,31
723,99,95,131
724,100,99,124
725,100,94,29
726,100,95,18
727,100,96,151
728,100,97,284
729,101,92,76
730,101,102,102
731,102,101,102
732,102,103,38
733,102,104,62
734,102,105,141
735,102,106,184
736,102,107,224
737,102,115,89
738,102,114,198
739,103,102,38
740,103,104,55
741,103,117,36
742,103,113,40
743,104,102,62
744,104,103,55
745,104,105,79
746,104,115,31
747,105,104,79
748,105,106,43
749,105,114,59
750,105,115,54
751,105,102,141
752,106,105,43
753,106,107,40
754,106,102,184
755,106,108,64
756,106,114,22
757,106,115,96
758,107,108,38
759,107,109,68
760,107,114,31
761,107,106,40
762,107,115,136
763,107,102,224
764,108,109,32
765,108,107,38
766,108,106,64
767,114,107,31
768,114,106,22
769,114,105,59
770,114,115,109
771,114,104,137
772,114,102,198
773,115,102,89
774,115,104,31
775,115,105,54
776,115,106,96
777,115,107,136
778,115,114,109
779,109,107,68
780,109,108,32
781,109,110,32
782,109,111,51
783,109,116,114
784,109,112,128
785,109,113,206
786,109,117,230
787,110,109,32
788,110,111,81
789,111,110,81
790,111,109,51
791,111,116,66
792,111,112,78
793,111,117,180
794,112,111,78
795,112,113,78
796,112,109,128
797,112,116,22
798,116,109,114
799,116,111,66
800,116,112,22
801,116,113,93
802,116,117,116
803,113,116,93
804,113,112,78
805,113,103,40
806,113,117,26
807,117,118,96
808,117,103,36
809,117,113,26
810,117,112,102
811,117,116,116
812,117,109,230
813,118,117,96
814,118,92,78
815,118,119,128
816,119,118,128
817,119,137,60
818,137,119,60
819,137,120,88
820,120,137,88
821,120,121,36
822,120,122,53
823,120,123,167
824,120,124,234
825,121,122,17
826,121,120,36
827,122,121,17
828,122,120,53
829,123,120,167
830,123,136,29
831,123,124,69
832,123,135,85
833,124,120,234
834,124,123,69
835,124,136,70
836,124,135,27
837,124,125,52
838,124,134,76
839,136,123,29
840,136,124,70
841,136,135,76
842,125,124,52
843,125,138,40
844,125,126,67
845,125,128,304
846,126,125,67
847,126,127,133
848,126,139,109
849,126,138,37
850,127,128,104
851,127,139,34
852,127,126,133
853,127,138,163
854,138,139,136
855,138,125,40
856,138,126,37
857,138,127,163
858,139,138,136
859,139,127,34
860,139,126,109
861,128,129,63
862,128,127,104
863,128,125,304
864,129,128,63
865,129,130,62
866,130,129,62
867,130,131,116
868,131,130,116
869,131,132,22
870,132,131,22
871,132,133,42
872,133,132,42
873,133,134,83
874,134,133,83
875,134,135,67
876,134,124,76
877,135,134,67
878,135,136,76
879,135,124,27
880,135,123,85
881,140,141,65
882,140,153,18
883,140,152,25
884,140,151,36
885,140,150,165
886,140,146,231
887,141,140,65
888,141,142,34
889,141,153,70
890,141,152,65
891,141,151,35
892,141,150,101
893,142,141,34
894,142,140,99
895,142,153,103
896,142,152,98
897,142,151,67
898,142,150,67
899,143,142,39
900,143,144,39
901,143,153,142
902,143,152,136
903,143,151,106
904,143,150,31
905,143,146,94
906,144,143,39
907,144,145,40
908,144,153,180
909,144,151,144
910,144,150,20
911,144,146,57
912,145,144,40
913,145,146,23
914,145,151,184
915,145,150,54
916,146,145,23
917,146,147,38
918,146,148,67
919,146,149,16
920,146,150,66
921,146,144,57
922,146,151,198
923,146,143,94
924,146,142,133
925,146,141,167
926,146,153,234
927,147,146,38
928,147,148,33
929,147,149,30
930,148,147,33
931,148,146,67
932,148,149,54
933,149,148,54
934,149,146,16
935,149,147,30
936,150,146,66
937,150,145,54
938,150,151,132
939,150,153,168
940,150,144,20
941,150,143,31
942,150,142,67
943,150,141,101
944,150,140,165
945,151,150,132
946,151,153,36
947,151,140,36
948,151,141,35
949,151,142,67
950,151,143,106
951,151,144,144
952,151,145,184
953,151,146,198
954,153,152,9
955,153,154,112
956,153,140,18
957,153,150,168
958,153,141,70
959,153,142,103
960,153,143,142
961,153,144,180
962,153,145,220
963,153,146,234
964,154,155,63
965,154,183,104
966,155,154,63
967,155,166,75
968,155,156,68
969,155,165,73
970,155,166,75
971,156,157,108
972,156,155,68
973,157,156,108
974,157,164,117
975,157,158,39
976,157,159,80
977,157,160,224
978,157,161,300
979,157,162,222
980,157,163,167
981,158,157,39
982,158,159,41
983,158,163,129
984,158,162,183
985,159,158,41
986,159,160,144
987,159,162,143
988,159,163,88
989,159,164,41
990,160,159,144
991,160,157,224
992,160,161,76
993,160,162,18
994,160,163,59
995,160,164,108
996,161,160,76
997,161,157,300
998,161,162,80
999,161,163,134
1000,161,164,183
1001,162,161,80
1002,162,163,55
1003,162,160,18
1004,162,159,143
1005,162,158,183
1006,162,157,222
1007,163,162,55
1008,163,164,50
1009,163,157,167
1010,163,161,134
1011,163,160,59
1012,163,159,88
1013,163,158,129
1014,164,157,117
1015,164,163,50
1016,164,161,183
1017,164,160,108
1018,164,159,41
1019,164,158,80
1020,165,155,73
1021,165,167,123
1022,167,165,123
1023,167,176,105
1024,167,168,54
1025,167,169,105
1026,167,170,186
1027,168,167,54
1028,168,169,52
1029,168,170,133
1030,169,168,52
1031,169,167,105
1032,169,170,81
1033,170,169,81
1034,170,168,133
1035,170,167,186
1036,170,172,88
1037,170,171,119
1038,172,170,88
1039,172,171,42
1040,171,172,42
1041,171,170,119
1042,171,173,82
1043,171,176,194
1044,173,171,82
1045,173,174,50
1046,173,176,113
1047,174,173,50
1048,174,171,132
1049,174,176,63
1050,175,174,40
1051,175,176,26
1052,176,175,26
1053,176,167,105
1054,176,174,63
1055,176,173,113
1056,176,171,194
1057,176,166,112
1058,166,176,112
1059,166,155,75
1060,166,177,105
1061,177,166,105
1062,177,178,15
1063,177,179,44
1064,178,177,15
1065,178,179,30
1066,179,180,16
1067,179,178,30
1068,179,181,30
1069,180,181,31
1070,180,179,16
1071,181,180,31
1072,181,182,77
1073,182,181,77
1074,182,183,47
1075,182,184,24
1076,182,185,69
1077,183,154,104
1078,183,184,23
1079,183,182,47
1080,184,183,23
1081,184,182,24
1082,185,182,69
1083,185,186,103
1084,186,185,103
1085,186,187,39
1086,187,186,39
1087,187,188,40
1088,188,187,40
1089,188,189,84
1090,189,188,84
1091,189,190,15
1092,189,191,45
1093,189,201,42
1094,190,189,15
1095,190,191,44
1096,190,200,84
1097,190,199,122
1098,190,201,47
1099,190,198,162
1100,190,197,203
1101,190,196,239
1102,191,190,44
1103,191,189,45
1104,191,192,154
1105,191,201,21
1106,191,200,43
1107,191,199,79
1108,191,198,118
1109,191,197,159
1110,191,196,196
1111,191,193,215
1112,192,191,154
1113,192,193,63
1114,192,189,197
1115,192,201,156
1116,192,200,117
1117,192,199,79
1118,193,191,215
1119,193,190,259
1120,193,196,20
1121,193,194,88
1122,194,193,88
1123,194,195,63
1124,195,194,63
1125,196,193,20
1126,196,197,37
1127,196,192,46
1128,196,191,196
1129,196,190,239
1130,197,196,37
1131,197,193,57
1132,197,198,41
1133,197,192,21
1134,197,191,159
1135,197,190,203
1136,198,197,41
1137,198,199,40
1138,198,192,42
1139,198,191,118
1140,198,190,162
1141,199,198,40
1142,199,200,39
1143,199,192,79
1144,199,191,79
1145,199,190,122
1146,200,201,39
1147,200,199,39
1148,200,192,117
1149,200,191,43
1150,200,190,84
1151,201,200,39
1152,201,189,42
1153,201,192,156
1154,201,191,21
1155,201,190,47
1156,154,153,112
1157,28,30,54
1158,31,32,154
1159,32,26,118
1160,153,151,36
1161,158,164,80
1162,159,157,80
1163,192,198,42
1164,192,197,21
1165,192,196,46
1166,193,192,63
1800,155,92,75
1801,92,155,75
1802,92,22,75
1803,22,92,75
1900,252,33,50
1901,252,21,101
1902,252,23,100
1903,251,118,51
1904,251,101,55
1905,251,91,101
1906,251,93,103
1907,250,166,50
1908,250,165,51
1909,250,156,104
1910,250,154,100
1911,252,22,41
1912,251,92,44
1913,250,155,47
1914,33,252,50
1915,21,252,101
1916,23,252,100
1917,118,251,51
1918,101,251,55
1919,91,251,101
1920,93,251,103
1921,166,250,50
1922,165,250,51
1923,156,250,104
1924,154,250,100
1925,22,252,41
1926,92,251,44
1927,155,250,47
1928,61,129,75
1929,129,61,75
1930,129,195,75
1931,195,129,75
